,image,label
13864,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054104687_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054104687_Camera_5_bin.png
14136,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054147002_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054147002_Camera_5_bin.png
256,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 6\170927_063819719_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 6\170927_063819719_Camera_6_bin.png
6133,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025916204_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025916204_Camera_5_bin.png
13348,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054008326_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054008326_Camera_5_bin.png
20747,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055012012_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055012012_Camera_6_bin.png
15494,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054249897_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054249897_Camera_5_bin.png
16688,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054458375_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054458375_Camera_5_bin.png
2790,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064304636_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064304636_Camera_6_bin.png
18,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063816807_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063816807_Camera_5_bin.png
11194,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030744402_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030744402_Camera_5_bin.png
899,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063954912_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063954912_Camera_6_bin.png
3942,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064441203_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064441203_Camera_6_bin.png
7703,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030016689_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030016689_Camera_6_bin.png
15503,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054250986_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054250986_Camera_5_bin.png
11571,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030834692_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030834692_Camera_5_bin.png
16465,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054415673_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054415673_Camera_5_bin.png
17189,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054411944_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054411944_Camera_6_bin.png
17609,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054524847_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054524847_Camera_6_bin.png
7385,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030119399_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030119399_Camera_5_bin.png
17333,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054428215_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054428215_Camera_6_bin.png
5017,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064557559_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064557559_Camera_6_bin.png
18177,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 6\171206_054630143_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 6\171206_054630143_Camera_6_bin.png
2366,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064205603_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064205603_Camera_6_bin.png
8187,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030114696_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030114696_Camera_6_bin.png
3051,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064351241_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064351241_Camera_5_bin.png
691,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 5\170927_064006521_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 5\170927_064006521_Camera_5_bin.png
12697,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030758801_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030758801_Camera_6_bin.png
20053,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054833814_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054833814_Camera_6_bin.png
4192,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064516272_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064516272_Camera_6_bin.png
8892,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030328416_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030328416_Camera_5_bin.png
12042,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030621721_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030621721_Camera_6_bin.png
12713,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030800625_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030800625_Camera_6_bin.png
5516,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064714349_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064714349_Camera_6_bin.png
13951,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054123083_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054123083_Camera_5_bin.png
11407,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030809403_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030809403_Camera_5_bin.png
4379,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064602245_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064602245_Camera_5_bin.png
4377,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064601961_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064601961_Camera_5_bin.png
2574,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064235794_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064235794_Camera_6_bin.png
7860,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030035214_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030035214_Camera_6_bin.png
9974,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030355819_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030355819_Camera_6_bin.png
7273,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030107012_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030107012_Camera_5_bin.png
6997,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030032264_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030032264_Camera_5_bin.png
19985,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054817505_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054817505_Camera_6_bin.png
18752,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054729603_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054729603_Camera_6_bin.png
18804,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054735687_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054735687_Camera_6_bin.png
9291,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030420125_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030420125_Camera_5_bin.png
14460,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054014039_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054014039_Camera_6_bin.png
10788,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030638620_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030638620_Camera_5_bin.png
18360,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 5\171206_054721968_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 5\171206_054721968_Camera_5_bin.png
10624,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030617137_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030617137_Camera_5_bin.png
302,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 6\170927_063828131_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 6\170927_063828131_Camera_6_bin.png
18221,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 6\171206_054636555_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 6\171206_054636555_Camera_6_bin.png
12053,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030623162_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030623162_Camera_6_bin.png
18468,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 5\171206_054734985_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 5\171206_054734985_Camera_5_bin.png
20888,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055031773_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055031773_Camera_6_bin.png
18951,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054819788_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054819788_Camera_5_bin.png
18498,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 5\171206_054738495_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 5\171206_054738495_Camera_5_bin.png
11855,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030554202_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030554202_Camera_6_bin.png
7207,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030100478_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030100478_Camera_5_bin.png
7643,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030008550_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030008550_Camera_6_bin.png
20076,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054837079_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054837079_Camera_6_bin.png
18563,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 5\171206_054746100_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 5\171206_054746100_Camera_5_bin.png
20471,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054928887_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054928887_Camera_6_bin.png
5961,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025849719_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025849719_Camera_5_bin.png
14130,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054146348_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054146348_Camera_5_bin.png
16954,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054538209_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054538209_Camera_5_bin.png
746,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063932013_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063932013_Camera_6_bin.png
18984,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054829342_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054829342_Camera_5_bin.png
14016,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054133003_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054133003_Camera_5_bin.png
12536,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030736507_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030736507_Camera_6_bin.png
11741,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030856951_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030856951_Camera_5_bin.png
2173,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064306396_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064306396_Camera_5_bin.png
2916,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064332242_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064332242_Camera_5_bin.png
3639,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064440769_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064440769_Camera_5_bin.png
17520,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054513189_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054513189_Camera_6_bin.png
6700,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025938063_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025938063_Camera_6_bin.png
14115,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054144713_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054144713_Camera_5_bin.png
7603,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030002950_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030002950_Camera_6_bin.png
4136,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064509384_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064509384_Camera_6_bin.png
15982,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054255704_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054255704_Camera_6_bin.png
15279,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054156267_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054156267_Camera_6_bin.png
4291,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064549729_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064549729_Camera_5_bin.png
15516,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054252558_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054252558_Camera_5_bin.png
15247,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054152779_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054152779_Camera_6_bin.png
1874,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064224262_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064224262_Camera_5_bin.png
1962,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064237953_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064237953_Camera_5_bin.png
12918,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030829370_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030829370_Camera_6_bin.png
16222,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054328901_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054328901_Camera_6_bin.png
19782,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055023088_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055023088_Camera_5_bin.png
5138,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064614740_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064614740_Camera_6_bin.png
437,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 6\170927_063848160_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 6\170927_063848160_Camera_6_bin.png
18927,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054750452_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054750452_Camera_6_bin.png
5270,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064637696_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064637696_Camera_6_bin.png
14404,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054008084_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054008084_Camera_6_bin.png
14806,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054048984_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054048984_Camera_6_bin.png
9877,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030344531_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030344531_Camera_6_bin.png
16227,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054330656_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054330656_Camera_6_bin.png
10818,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030643408_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030643408_Camera_5_bin.png
17569,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054519608_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054519608_Camera_6_bin.png
6910,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030021999_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030021999_Camera_5_bin.png
588,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 5\170927_063953234_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 5\170927_063953234_Camera_5_bin.png
12445,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030725682_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030725682_Camera_6_bin.png
13613,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054035349_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054035349_Camera_5_bin.png
1455,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 6\170927_064047530_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 6\170927_064047530_Camera_6_bin.png
14557,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054023836_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054023836_Camera_6_bin.png
14974,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054114956_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054114956_Camera_6_bin.png
12706,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030759827_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030759827_Camera_6_bin.png
20963,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055040923_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055040923_Camera_6_bin.png
2341,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064202043_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064202043_Camera_6_bin.png
16154,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054317239_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054317239_Camera_6_bin.png
8150,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030110873_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030110873_Camera_6_bin.png
3166,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064406881_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064406881_Camera_5_bin.png
14701,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054038379_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054038379_Camera_6_bin.png
9791,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030334508_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030334508_Camera_6_bin.png
9169,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030359563_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030359563_Camera_5_bin.png
5680,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 5\171206_025758953_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 5\171206_025758953_Camera_5_bin.png
3257,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064420669_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064420669_Camera_5_bin.png
10558,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030608491_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030608491_Camera_5_bin.png
5617,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 5\171206_025748831_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 5\171206_025748831_Camera_5_bin.png
18473,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 5\171206_054735570_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 5\171206_054735570_Camera_5_bin.png
9175,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030400227_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030400227_Camera_5_bin.png
16194,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054323719_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054323719_Camera_6_bin.png
12317,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030711090_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030711090_Camera_6_bin.png
15099,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054136228_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054136228_Camera_6_bin.png
16153,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054317077_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054317077_Camera_6_bin.png
6051,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025905135_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025905135_Camera_5_bin.png
2116,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064257869_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064257869_Camera_5_bin.png
17454,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054501570_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054501570_Camera_6_bin.png
788,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063940494_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063940494_Camera_6_bin.png
1024,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_064011417_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_064011417_Camera_6_bin.png
3987,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064450998_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064450998_Camera_6_bin.png
12485,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030730241_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030730241_Camera_6_bin.png
9138,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030356339_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030356339_Camera_5_bin.png
19542,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054944254_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054944254_Camera_5_bin.png
